newspaper,sentence_id,parse_type,feature_id,feature_name,mnemonic,canonical_value,headline_value,canonical_context,headline_context,added_punctuation,position,context,before,after,deleted_punctuation
The-Hindu,529,dependency,FW-DEL,Function Word Deletion,FW-DEL,AUX-DEL,ABSENT,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,dependency,FW-DEL,Function Word Deletion,FW-DEL,ART-DEL,ABSENT,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,compound,root,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,nsubj,punct,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,aux,nsubj,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,root,mark,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,compound:prt,parataxis,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,advmod,compound:prt,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,case,advmod,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,obl,case,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,case,obl,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,det,case,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,dependency,HEAD-CHG,Dependency Head Change,HEAD-CHG,4,5,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,15,14,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,constituency,CONST-ADD,Constituent Addition,CONST-ADD,ABSENT,SBAR-ADD,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-POST,CONST-POST,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-POST,CONST-POST,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-POST,CONST-POST,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-POST,CONST-POST,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-POST,CONST-POST,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-POST,CONST-POST,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-POST,CONST-POST,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-POST,CONST-POST,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-POST,CONST-POST,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-POST,CONST-POST,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Fin,Inf,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Fin,Part,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,10,10,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,12,12,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,9,9,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,14,14,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,both,PUNCT-ADD,Punctuation Addition,PUNCT-ADD,,colon,Uttarakhand priests will go on fast unto death against the p,Uttarakhand**:** Priests to go on fa,colon,11.0,Uttarakhand**:** Priests to go on fa,Uttarakhand,Priests to go on fa,
The-Hindu,529,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,both,H-TYPE,Headline Type,H-TYPE,,fragment,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,7,10,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,26,29,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,3.43,2.85,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,529,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,2.27,1.87,Uttarakhand priests will go on fast unto death against the proposed Chardham shrine board.,Uttarakhand: Priests to go on fast unto death against proposed Chardham shrine board,,,,,,
The-Hindu,530,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,Taking stock,Taking stock,,,,,,
The-Hindu,530,both,H-TYPE,Headline Type,H-TYPE,,fragment,Taking stock,Taking stock,,,,,,
The-Hindu,530,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,5,5,Taking stock,Taking stock,,,,,,
The-Hindu,530,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,6,6,Taking stock,Taking stock,,,,,,
The-Hindu,530,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,1.00,1.00,Taking stock,Taking stock,,,,,,
The-Hindu,530,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,1.25,1.25,Taking stock,Taking stock,,,,,,
The-Hindu,531,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,international,international,,,,,,
The-Hindu,531,both,H-TYPE,Headline Type,H-TYPE,,fragment,international,international,,,,,,
The-Hindu,531,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,3,3,international,international,,,,,,
The-Hindu,531,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,3,3,international,international,,,,,,
The-Hindu,531,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,0.00,0.00,international,international,,,,,,
The-Hindu,531,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,1.00,1.00,international,international,,,,,,
The-Hindu,532,dependency,FW-DEL,Function Word Deletion,FW-DEL,ART-DEL,ABSENT,Iran and the U.S. have swapped prisoners amid tensions.,"Iran, U.S. swap prisoners amid tensions",,,,,,
The-Hindu,532,dependency,FW-DEL,Function Word Deletion,FW-DEL,CCONJ-DEL,ABSENT,Iran and the U.S. have swapped prisoners amid tensions.,"Iran, U.S. swap prisoners amid tensions",,,,,,
The-Hindu,532,dependency,FW-DEL,Function Word Deletion,FW-DEL,AUX-DEL,ABSENT,Iran and the U.S. have swapped prisoners amid tensions.,"Iran, U.S. swap prisoners amid tensions",,,,,,
The-Hindu,532,dependency,POS-CHG,Part of Speech Change,POS-CHG,VERB,NOUN,Iran and the U.S. have swapped prisoners amid tensions.,"Iran, U.S. swap prisoners amid tensions",,,,,,
The-Hindu,532,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,nsubj,root,Iran and the U.S. have swapped prisoners amid tensions.,"Iran, U.S. swap prisoners amid tensions",,,,,,
The-Hindu,532,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,cc,punct,Iran and the U.S. have swapped prisoners amid tensions.,"Iran, U.S. swap prisoners amid tensions",,,,,,
The-Hindu,532,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,det,compound,Iran and the U.S. have swapped prisoners amid tensions.,"Iran, U.S. swap prisoners amid tensions",,,,,,
The-Hindu,532,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,conj,compound,Iran and the U.S. have swapped prisoners amid tensions.,"Iran, U.S. swap prisoners amid tensions",,,,,,
The-Hindu,532,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,aux,appos,Iran and the U.S. have swapped prisoners amid tensions.,"Iran, U.S. swap prisoners amid tensions",,,,,,
The-Hindu,532,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,root,case,Iran and the U.S. have swapped prisoners amid tensions.,"Iran, U.S. swap prisoners amid tensions",,,,,,
The-Hindu,532,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,obj,nmod,Iran and the U.S. have swapped prisoners amid tensions.,"Iran, U.S. swap prisoners amid tensions",,,,,,
The-Hindu,532,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,10,7,Iran and the U.S. have swapped prisoners amid tensions.,"Iran, U.S. swap prisoners amid tensions",,,,,,
The-Hindu,532,constituency,CONST-REM,Constituent Removal,CONST-REM,VP-REM,ABSENT,Iran and the U.S. have swapped prisoners amid tensions.,"Iran, U.S. swap prisoners amid tensions",,,,,,
The-Hindu,532,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Iran and the U.S. have swapped prisoners amid tensions.,"Iran, U.S. swap prisoners amid tensions",,,,,,
The-Hindu,532,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Iran and the U.S. have swapped prisoners amid tensions.,"Iran, U.S. swap prisoners amid tensions",,,,,,
The-Hindu,532,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Iran and the U.S. have swapped prisoners amid tensions.,"Iran, U.S. swap prisoners amid tensions",,,,,,
The-Hindu,532,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Iran and the U.S. have swapped prisoners amid tensions.,"Iran, U.S. swap prisoners amid tensions",,,,,,
The-Hindu,532,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Iran and the U.S. have swapped prisoners amid tensions.,"Iran, U.S. swap prisoners amid tensions",,,,,,
The-Hindu,532,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Iran and the U.S. have swapped prisoners amid tensions.,"Iran, U.S. swap prisoners amid tensions",,,,,,
The-Hindu,532,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,verbal,verbless,Iran and the U.S. have swapped prisoners amid tensions.,"Iran, U.S. swap prisoners amid tensions",,,,,,
The-Hindu,532,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,10,10,Iran and the U.S. have swapped prisoners amid tensions.,"Iran, U.S. swap prisoners amid tensions",,,,,,
The-Hindu,532,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,15,15,Iran and the U.S. have swapped prisoners amid tensions.,"Iran, U.S. swap prisoners amid tensions",,,,,,
The-Hindu,532,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,17,17,Iran and the U.S. have swapped prisoners amid tensions.,"Iran, U.S. swap prisoners amid tensions",,,,,,
The-Hindu,532,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,13,13,Iran and the U.S. have swapped prisoners amid tensions.,"Iran, U.S. swap prisoners amid tensions",,,,,,
The-Hindu,532,both,PUNCT-DEL,Punctuation Deletion,PUNCT-DEL,period,,Iran and the U**.**S. have swapped pris,"Iran, U.S. swap prisoners amid tensions",,14.0,Iran and the U**.**S. have swapped pris,Iran and the U,S. have swapped pris,period
